//from,to,min,max,units,range,IO1,IO2,test method,precision
name= CUAS_SHORT,,,,,,,,,
meter sn=118240,,,,,,,,,
daq sn=13FC757 ,,,,,,,,,
mode=manual,,,,,,,,,

J1-3,J3-13,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-4,PJ3-12,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-9,J3-26,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-10,J3-25,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-30,J3-19,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-31,J3-18,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-38,J3-6,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-39,J3-5,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-45,J3-27,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-34,J3-4,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-35,J3-16,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-36,J3-3,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-37,J3-8,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-21,J3-21,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-12,J3-15,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-28,J3-7,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-24,J3-20,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-27,J3-9,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-26,J3-22,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-23,J3-23,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-29,J3-10,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-11,J3-17,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-13,J3-14,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-18,J3-1,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-19,J3-2,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-20,J3-11,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-22,J3-24,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-8,P2-1,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-1,P2-2,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-53,P2-3,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-48,P2-4,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-55,P2-5,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-47,P2-6,NA,1,Ohms,MIN,NONE,NONE,resistance,3
J1-25,P2-7,NA,1,Ohms,MIN,NONE,NONE,resistance,3

